device_brand,os,screen_size,4g,5g,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,release_year,days_used,normalized_used_price,normalized_new_price
Sony 54,Android,12.75,yes,no,20.7,2.2,16.0,4.0,3100.0,152.0,2014,686,4.422208424,5.189729426
Sony 55,Android,10.31,yes,no,20.7,2.2,16.0,4.0,2600.0,129.0,2014,1047,4.415582293,5.701045399
Sony 56,Android,10.36,yes,no,8.0,0.3,32.0,4.0,2300.0,149.0,2014,1046,3.73289634,5.299067085
Sony 57,Android,12.83,no,no,8.0,5.0,32.0,4.0,2500.0,149.7,2014,615,4.138680376,5.5198997
Sony 58,Android,12.83,yes,no,8.0,5.0,32.0,4.0,2500.0,149.7,2014,808,4.118549251,5.25248283
Sony 59,Android,12.7,yes,no,20.7,0.3,16.0,4.0,3000.0,163.0,2014,568,4.539350845,5.526090186
Sony 60,Android,12.78,yes,no,8.0,1.1,32.0,4.0,2500.0,148.0,2014,845,4.377265318,5.295964601
Sony 61,Android,10.36,yes,no,8.0,0.3,32.0,4.0,2300.0,148.0,2014,724,4.068171688,5.131849474
Sony 62,Android,10.36,no,no,8.0,0.3,32.0,4.0,2300.0,148.0,2014,962,3.683615624,5.197502061
Sony 63,Android,25.43,yes,no,8.1,2.2,16.0,4.0,6000.0,439.0,2014,626,5.162211234,5.859931157
Sony 64,Android,25.43,no,no,8.1,2.2,16.0,4.0,6000.0,426.0,2014,687,5.176714545,5.93740427
Sony 65,Android,12.75,yes,no,20.7,2.2,16.0,4.0,3200.0,163.0,2014,1032,4.770854102,5.56471196
Sony 66,Android,10.16,no,no,3.15,2.0,16.0,4.0,1750.0,122.0,2014,666,4.01566204,4.799008503
Sony 67,Android,10.16,no,no,3.15,2.0,16.0,4.0,1700.0,120.0,2014,756,3.789403292,4.944424264
Sony 68,Android,15.24,no,no,13.0,1.1,32.0,4.0,3000.0,171.8,2014,1014,4.814052528,5.636965805
Sony 69,Android,15.24,yes,no,13.0,1.1,32.0,4.0,3000.0,171.7,2014,647,4.114637265,5.43581588
Sony 70,Android,12.7,yes,no,20.7,2.0,32.0,4.0,3000.0,162.0,2014,794,4.527100531,5.557368456
Sony 71,Android,10.24,yes,no,20.7,2.0,16.0,4.0,2300.0,137.0,2014,1054,4.36500763,5.772219636
Sony 72,Android,12.7,yes,no,20.7,2.0,16.0,4.0,3000.0,170.0,2013,1060,4.422808628,5.799819663
Sony 73,Android,15.34,yes,no,8.0,2.0,16.0,4.0,3050.0,212.0,2013,1081,4.121959729,5.634468123
Sony 74,Android,12.7,no,no,8.0,0.3,16.0,4.0,2390.0,153.0,2013,763,4.273605886,5.393309314
Sony 75,Android,10.16,no,no,5.0,0.3,16.0,4.0,1750.0,115.0,2013,934,3.918402612,4.873287103
Sony 76,Android,11.56,yes,no,13.1,0.3,32.0,4.0,2300.0,138.0,2013,601,4.392842927,5.437122329
Sony 77,Android,10.24,no,no,8.0,0.3,32.0,4.0,1750.0,137.0,2013,673,3.697343533,4.863680881
Sony 78,Android,10.31,yes,no,8.0,0.3,32.0,4.0,2370.0,155.0,2013,588,4.325720798,5.191288794
Sony 79,Android,25.43,yes,no,8.1,2.2,16.0,4.0,6000.0,495.0,2013,704,5.030241824,5.857475907
Sony 80,Android,25.43,no,no,8.1,2.2,16.0,4.0,6000.0,495.0,2013,607,4.829912459,5.702147806
Sony 81,Android,12.7,yes,no,13.1,2.2,16.0,4.0,2330.0,146.0,2013,930,4.566117459,5.598755237
Sony 82,Android,12.7,yes,no,13.0,2.0,16.0,4.0,2370.0,151.0,2013,558,4.213312081,5.558795238
Spice 0,Android,10.29,no,no,5.0,2.0,16.0,4.0,1700.0,107.0,2014,811,3.548754946,4.494797129
Spice 1,Android,12.7,no,no,8.0,1.3,16.0,4.0,1800.0,177.0,2014,592,4.110709916,4.406597289
Spice 2,Android,7.75,no,no,2.0,1.3,16.0,4.0,1750.0,112.0,2014,998,3.057297629,3.689129423
Spice 3,Android,10.16,no,no,2.0,1.3,16.0,4.0,1750.0,122.0,2014,593,3.335413641,3.945651186
Spice 4,Android,10.16,no,no,2.0,1.3,16.0,4.0,1750.0,155.0,2014,1055,3.667400422,4.077537444
Spice 5,Android,12.7,no,no,8.0,1.3,16.0,4.0,1800.0,190.0,2014,692,4.061304708,4.391357962
Spice 6,Android,10.29,no,no,3.15,1.3,16.0,4.0,1450.0,156.0,2014,711,3.374853406,4.094511215
Spice 7,Android,10.29,no,no,5.0,1.3,16.0,4.0,2100.0,158.0,2013,1053,3.587400285,4.715727177
Spice 8,Android,10.16,no,no,3.15,1.3,512.0,0.25,2100.0,158.0,2013,1025,3.02140002,3.902578547
Spice 9,Android,7.75,no,no,1.3,0.3,512.0,0.25,2100.0,158.0,2013,794,2.660259537,3.732657076
Spice 10,Android,10.29,no,no,8.0,2.0,16.0,4.0,2100.0,155.0,2013,802,4.009512627,5.006694205
Spice 11,Android,10.29,no,no,8.0,1.3,16.0,4.0,2100.0,190.0,2013,814,3.785552341,4.382151627
Spice 12,Android,10.29,no,no,5.0,1.3,16.0,4.0,1730.0,123.3,2013,1086,3.842029634,4.367420482
Spice 13,Android,10.29,no,no,3.15,1.3,16.0,4.0,2100.0,108.0,2013,1083,3.461351304,4.248066579
Spice 14,Android,10.16,no,no,5.0,1.3,16.0,4.0,2100.0,100.0,2013,1020,3.370050653,4.245490733
Spice 15,Android,7.75,no,no,3.15,1.3,16.0,4.0,2100.0,125.0,2013,1028,3.294354286,3.660737148
Spice 16,Android,12.7,no,no,8.0,2.0,32.0,4.0,2100.0,175.0,2013,894,4.28661645,5.06354395
Spice 17,Android,12.7,no,no,5.0,0.3,16.0,4.0,2000.0,161.0,2013,967,3.568969157,4.874433673
Spice 18,Android,12.7,no,no,8.0,3.0,16.0,4.0,2100.0,176.0,2013,1088,4.100160948,5.395897695
Spice 19,Android,12.7,no,no,5.0,1.3,16.0,4.0,2100.0,186.0,2013,667,4.023206534,4.492001488
Spice 20,Android,10.29,no,no,5.0,1.3,16.0,4.0,2100.0,143.0,2013,878,3.673511977,4.380650688
Spice 21,Android,10.29,no,no,3.15,1.3,16.0,4.0,2100.0,130.0,2013,1054,3.547603867,4.238011912
Spice 22,Android,10.16,no,no,3.15,1.3,16.0,4.0,1300.0,90.0,2013,858,3.237893831,3.909219078
Spice 23,Android,7.75,no,no,3.15,1.3,16.0,4.0,1500.0,135.0,2013,615,3.161246712,3.695110004
Spice 24,Android,17.78,no,no,3.15,1.3,16.0,4.0,3000.0,450.0,2013,959,4.341595189,4.790404164
Spice 25,Android,12.7,no,no,5.0,1.3,16.0,4.0,2100.0,185.0,2013,747,3.888344878,4.600157644
Spice 26,Android,12.78,no,no,8.0,5.0,16.0,4.0,2550.0,196.3,2013,912,4.134366237,5.34610703
Spice 27,Android,12.78,no,no,8.0,5.0,16.0,4.0,2550.0,196.3,2013,730,3.986388087,5.249757176
Spice 28,Android,25.4,no,no,3.15,0.3,16.0,4.0,7600.0,158.0,2013,917,4.39172941,5.189283446
Spice 29,Android,10.29,no,no,8.0,1.3,16.0,4.0,2100.0,158.0,2013,994,4.306090069,5.006894974
Others 425,Android,7.75,no,no,3.15,0.3,16.0,4.0,1750.0,100.0,2013,587,3.555919327,4.500698164
Others 426,Android,17.78,no,no,0.3,2.0,32.0,4.0,3500.0,354.4,2014,571,4.333492688,4.388132953
Others 427,Android,17.78,no,no,0.3,2.0,32.0,4.0,3500.0,354.4,2014,791,4.146937012,4.24247717
Others 428,Android,25.43,no,no,8.0,1.2,32.0,4.0,2000.0,630.5,2013,1085,5.094486126,5.350909817
Others 429,Android,25.43,no,no,8.0,1.2,32.0,4.0,2000.0,671.3,2013,549,4.935264987,6.086615623
Others 430,Android,25.43,no,no,1.2,0.3,16.0,4.0,2000.0,598.7,2013,667,4.987639574,5.435162014
Others 431,Android,12.7,yes,no,13.0,8.0,16.0,4.0,2200.0,153.0,2016,779,4.620058798,5.070161273
Others 432,Android,15.24,yes,no,13.0,8.0,16.0,4.0,2500.0,207.0,2016,724,4.654626795,5.252273428
Others 433,Android,12.83,no,no,8.0,5.0,32.0,4.0,2500.0,170.0,2015,1044,4.447111881,4.943996792
Others 434,Android,12.7,no,no,8.0,5.0,32.0,4.0,2500.0,161.0,2015,790,4.178685711,4.692723083
Others 435,Android,12.83,no,no,8.0,5.0,32.0,4.0,2500.0,172.0,2015,590,4.099000374,4.941570991
Others 436,Android,12.7,no,no,8.0,1.3,16.0,4.0,2100.0,159.0,2014,873,3.949896658,4.687395126
Others 437,Android,10.29,yes,no,8.0,1.3,32.0,4.0,2500.0,130.0,2015,943,4.12049952,5.068023311
Others 438,Others,5.18,no,no,1.3,2.0,128.0,0.25,2100.0,98.0,2014,713,3.335057579,4.246063717
Others 439,Android,10.29,no,no,5.0,0.3,16.0,4.0,1650.0,142.0,2014,958,3.744314161,4.506343832
Others 440,Android,12.7,no,no,8.0,2.0,32.0,4.0,2500.0,112.0,2015,1087,4.251490751,4.867303655
Others 441,Android,12.7,no,no,8.0,5.0,32.0,4.0,2500.0,135.0,2015,547,4.009694033,5.192512308
Others 442,Android,10.16,no,no,8.0,1.3,16.0,4.0,2500.0,128.0,2015,782,3.903385812,4.373868447
Others 443,Android,10.16,no,no,5.0,1.3,512.0,0.25,2500.0,112.0,2015,543,3.073618812,3.913422026
Others 444,Others,5.13,no,no,2.0,2.0,128.0,0.25,2100.0,110.0,2014,927,3.780318514,4.107589789
Others 445,Android,7.75,no,no,2.0,0.3,16.0,4.0,1200.0,105.0,2014,1088,3.408172995,4.112511866
Others 446,Android,12.7,yes,no,8.0,2.0,16.0,4.0,2000.0,140.0,2014,621,4.154812309,5.194843958
Others 447,Android,17.78,no,no,3.15,0.3,16.0,4.0,2500.0,250.0,2014,683,4.284827171,4.70157068
Vivo 30,Android,15.42,yes,no,13.0,16.0,256.0,4.0,4000.0,190.25,2019,407,5.408740048,6.273556021
Vivo 31,Android,16.59,yes,no,13.0,16.0,128.0,4.0,3940.0,189.5,2019,351,4.749010756,5.705547583
Vivo 32,Android,16.23,yes,no,13.0,16.0,256.0,4.0,4000.0,188.0,2019,237,5.196616812,6.172785604
Vivo 33,Android,16.59,yes,no,13.0,16.0,64.0,4.0,4000.0,189.5,2019,415,5.001123534,5.735378036
Vivo 34,Android,16.28,yes,no,13.0,12.0,256.0,4.0,4000.0,180.0,2019,305,4.941499555,5.989813184
Vivo 35,Android,16.23,yes,no,13.0,16.0,128.0,4.0,3700.0,185.0,2019,430,5.07467369,5.884352498
Vivo 36,Android,15.9,yes,no,13.0,16.0,64.0,4.0,3260.0,149.3,2019,375,4.808845454,5.356020077
Vivo 37,Android,16.23,yes,no,13.0,12.0,128.0,4.0,3500.0,199.0,2018,603,4.830231896,6.552194
Vivo 38,Android,15.29,yes,no,13.0,8.0,128.0,4.0,4030.0,165.0,2018,411,4.761062206,5.435118408
Vivo 39,Android,15.8,yes,no,13.0,20.0,64.0,4.0,4030.0,163.5,2018,607,4.973417906,5.521620905
Vivo 40,Android,15.9,yes,no,13.0,16.0,32.0,4.0,3260.0,156.2,2018,623,4.645928178,5.137620306
Vivo 41,Android,15.29,yes,no,13.0,8.0,64.0,4.0,4030.0,163.5,2018,621,4.311335894,5.297867265
Vivo 42,Android,15.8,yes,no,13.0,8.0,16.0,4.0,4030.0,163.5,2019,261,4.203647297,4.595523809
Vivo 43,Android,15.8,yes,no,13.0,8.0,64.0,4.0,4030.0,163.5,2019,198,4.526667958,5.305541212
Vivo 44,Android,15.8,yes,no,13.0,8.0,32.0,4.0,4030.0,163.5,2018,538,4.747624154,5.292349595
Vivo 45,Android,15.8,yes,no,13.0,5.0,16.0,4.0,3260.0,143.0,2018,558,4.191017449,4.874204464
Vivo 46,Android,15.32,yes,no,13.0,12.0,64.0,4.0,3315.0,164.0,2018,477,4.794467357,5.521660898
Vivo 47,Android,15.32,yes,no,13.0,24.0,128.0,4.0,3315.0,164.0,2018,648,4.888542987,5.855616187
Vivo 48,Android,15.24,yes,no,8.0,5.0,16.0,4.0,3360.0,150.0,2018,589,4.085135623,4.78615752
Vivo 49,Android,15.32,yes,no,13.0,25.0,128.0,4.0,3315.0,164.0,2018,448,5.159974417,5.628160537
Vivo 50,Android,15.32,yes,no,13.0,16.0,128.0,4.0,3315.0,162.0,2018,385,4.971062519,5.522540335
Vivo 51,Android,16.28,yes,no,13.0,12.0,128.0,4.0,3400.0,156.2,2018,589,4.639764831,6.216067034
Vivo 52,Android,16.28,yes,no,13.0,25.0,64.0,4.0,3400.0,156.0,2018,408,4.958007777,5.856417721
Vivo 53,Android,15.8,yes,no,13.0,8.0,64.0,4.0,3260.0,152.0,2018,449,4.309321524,5.299816243
Vivo 54,Android,15.32,yes,no,13.0,12.0,64.0,4.0,3260.0,150.0,2018,376,4.74701691,5.695414225
Vivo 55,Android,15.9,yes,no,13.0,16.0,128.0,4.0,3260.0,149.3,2018,591,4.933898228,5.519338667
Vivo 56,Android,16.74,yes,no,13.0,16.0,128.0,4.0,4000.0,199.0,2018,583,4.830790667,6.549164215
Vivo 57,Android,16.74,yes,no,13.0,16.0,128.0,4.0,4000.0,199.0,2018,465,4.997279839,6.398478455
Vivo 58,Android,15.9,yes,no,13.0,24.0,64.0,4.0,3260.0,149.3,2018,667,4.880298792,5.704415608
Vivo 59,Android,15.8,yes,no,13.0,8.0,64.0,4.0,3260.0,150.0,2018,658,4.868610794,5.521260898
Vivo 60,Android,15.8,yes,no,13.0,5.0,32.0,4.0,3260.0,146.5,2018,453,4.666077121,5.191900738
Vivo 61,Android,15.95,yes,no,13.0,24.0,128.0,4.0,3425.0,159.0,2018,537,4.772801027,6.063226913
Vivo 62,Android,15.24,yes,no,13.0,5.0,16.0,4.0,3360.0,150.0,2018,523,4.450852826,4.947269418
Vivo 63,Android,15.32,yes,no,13.0,16.0,32.0,4.0,3260.0,150.0,2018,679,4.660131744,5.55667361
Vivo 64,Android,15.32,yes,no,13.0,24.0,64.0,4.0,3260.0,150.0,2018,430,4.873975203,5.70687768
Vivo 65,Android,15.95,yes,no,13.0,12.0,128.0,4.0,3200.0,156.2,2018,582,5.273255936,6.311190196
Vivo 66,Android,15.95,yes,no,13.0,12.0,64.0,4.0,3200.0,156.2,2018,475,5.217215765,6.111533856
Vivo 67,Android,12.88,yes,no,16.0,24.0,32.0,4.0,3000.0,139.0,2017,597,5.05675523,5.520059937
Vivo 68,Android,16.33,yes,no,13.0,12.0,64.0,4.0,3900.0,181.5,2017,540,5.007229501,6.111644707
Vivo 69,Android,16.33,yes,no,13.0,12.0,128.0,4.0,3900.0,181.5,2018,475,4.969604945,6.311734809
Vivo 70,Android,15.27,yes,no,13.0,12.0,64.0,4.0,3250.0,159.0,2017,863,5.058599721,5.96729992
Vivo 71,Android,15.21,yes,no,16.0,24.0,64.0,4.0,3225.0,160.0,2017,610,4.871449852,5.889210313
Vivo 72,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,157.0,2017,799,4.396299294,5.133206846
Vivo 73,Android,12.83,yes,no,13.0,16.0,32.0,4.0,3000.0,162.8,2017,843,4.589751933,5.297967305
Vivo 74,Android,14.86,yes,no,16.0,14.0,64.0,4.0,4015.0,183.2,2017,662,5.05299211,5.9696023
Vivo 75,Android,12.83,yes,no,16.0,14.0,64.0,4.0,3320.0,154.0,2017,582,4.679256729,5.863687992
Vivo 76,Android,12.83,yes,no,13.0,20.0,64.0,4.0,3000.0,154.0,2017,797,4.656528478,5.628879315
Vivo 77,Android,10.29,yes,no,5.0,2.0,16.0,4.0,1900.0,157.8,2017,843,4.131800899,4.795294555
Vivo 78,Android,12.75,yes,no,13.0,5.0,16.0,4.0,2730.0,142.0,2017,608,4.100160948,5.291997438
Vivo 79,Android,12.83,yes,no,13.0,16.0,32.0,4.0,3000.0,155.0,2017,786,4.60386934,5.076485455
Vivo 80,Android,12.83,yes,no,16.0,14.0,64.0,4.0,3160.0,158.6,2017,601,4.717426868,6.107935611
Vivo 81,Android,12.83,yes,no,13.0,16.0,32.0,4.0,3000.0,154.0,2016,569,4.407816206,5.599199434
Vivo 82,Android,13.87,yes,no,14.5,16.0,128.0,4.0,4080.0,178.0,2016,840,4.683704064,6.550651672
Vivo 83,Android,14.94,yes,no,16.0,8.0,64.0,4.0,4000.0,199.0,2016,606,4.688867745,6.363700291
Vivo 84,Android,12.83,yes,no,16.0,8.0,64.0,4.0,3050.0,154.0,2016,661,5.166898028,6.132638536
Vivo 85,Android,12.83,yes,no,13.0,20.0,32.0,4.0,3000.0,154.0,2016,617,4.647942278,5.520059937
Vivo 86,Android,12.88,yes,no,16.0,16.0,64.0,4.0,4000.0,183.5,2016,791,5.543731087,6.523077607
Vivo 87,Android,12.75,yes,no,13.0,16.0,64.0,4.0,3000.0,151.0,2016,834,5.17733547,6.461014949
Vivo 88,Android,12.83,yes,no,13.0,8.0,32.0,4.0,3000.0,168.0,2016,678,4.599353301,5.706046576
Vivo 89,Android,12.7,yes,no,13.0,8.0,16.0,4.0,2550.0,138.0,2016,664,4.585273554,5.565209825
Vivo 90,Android,12.88,yes,no,16.0,8.0,64.0,4.0,3000.0,172.5,2016,817,4.873822333,6.016571708
Vivo 91,Android,12.75,yes,no,13.0,8.0,64.0,4.0,2400.0,140.5,2016,1068,4.902901594,5.858590082
Vivo 92,Android,13.79,yes,no,16.0,8.0,128.0,4.0,3600.0,167.8,2016,618,4.879767019,6.410503775
Vivo 93,Android,13.79,yes,no,16.0,8.0,128.0,4.0,3600.0,167.8,2016,675,4.901341126,6.252346945
Vivo 94,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2350.0,157.0,2015,735,4.340683671,4.862753811
Vivo 95,Android,10.34,no,no,8.0,2.0,32.0,4.0,2100.0,137.0,2015,873,4.243051882,4.866379938
Vivo 96,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2300.0,153.0,2015,754,4.362461479,4.591071262
Vivo 97,Android,12.83,yes,no,13.0,5.0,32.0,4.0,4150.0,194.0,2015,753,4.704834509,6.083815808
Vivo 98,Android,12.75,yes,no,13.0,8.0,16.0,4.0,2450.0,151.0,2015,857,4.789656066,5.703515772
Vivo 99,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2300.0,153.0,2015,780,4.680370419,6.064273462
Vivo 100,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2300.0,156.0,2014,910,4.749357106,6.154836862
Vivo 101,Android,12.7,no,no,13.0,0.3,16.0,4.0,2000.0,150.0,2014,585,3.949896658,4.713396591
Vivo 102,Android,10.34,no,no,8.0,5.0,32.0,4.0,2100.0,156.0,2014,847,4.11887456,4.61045619
Vivo 103,Android,10.29,no,no,5.0,2.0,16.0,4.0,1900.0,130.0,2013,1092,3.554204551,4.69711106
Others 448,Android,12.7,yes,no,5.0,2.0,32.0,4.0,2000.0,134.0,2018,372,3.75114978,4.25830412
Others 449,Android,12.88,yes,no,16.0,8.0,32.0,4.0,3100.0,153.0,2018,479,4.53999146,4.693181063
Others 450,Android,12.83,yes,no,13.0,8.0,16.0,4.0,2900.0,145.0,2018,369,4.211683055,4.789240213
Others 451,Android,13.56,yes,no,8.0,5.0,16.0,4.0,3100.0,155.0,2018,593,3.921775297,4.622911867
Others 452,Android,25.43,yes,no,5.0,2.0,16.0,4.0,4600.0,465.0,2017,767,4.50777784,5.201090351
Others 453,Android,12.7,yes,no,5.0,2.0,32.0,4.0,2200.0,169.0,2017,686,4.089666973,4.378269586
Others 454,Android,12.83,yes,no,16.0,8.0,32.0,4.0,3000.0,166.0,2017,612,4.616209033,5.442287832
Others 455,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2400.0,151.0,2017,792,4.196600263,4.601262561
Others 456,Android,25.43,yes,no,5.0,2.0,16.0,4.0,5830.0,439.0,2016,926,4.812021741,5.243755579
Others 457,Android,12.7,yes,no,5.0,2.0,32.0,4.0,2000.0,167.9,2016,622,3.969914484,4.067144642
Others 458,Android,12.83,yes,no,16.0,8.0,32.0,4.0,3000.0,155.0,2016,1047,4.625854777,5.941591297
Others 459,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2960.0,150.0,2016,569,4.432719749,5.077109441
Others 460,Android,12.7,yes,no,8.0,5.0,32.0,4.0,2540.0,128.0,2016,959,4.196299285,4.614922477
Others 461,Android,7.75,no,no,2.0,5.0,16.0,4.0,1400.0,110.0,2016,1063,3.39618484,3.427839313
Others 462,Android,10.29,yes,no,5.0,2.0,32.0,4.0,1780.0,146.0,2015,720,3.644404964,4.244200318
Others 463,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,159.0,2015,872,4.55240212,5.140844508
Others 464,Android,23.01,yes,no,5.0,2.0,16.0,4.0,2500.0,406.0,2015,737,4.664758977,5.356020077
Others 465,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2500.0,155.0,2015,948,3.964425684,4.721173862
Others 466,Android,10.16,no,no,2.0,2.0,16.0,4.0,1400.0,112.0,2015,1048,3.348499593,4.107096246
Others 467,Android,12.7,yes,no,5.0,0.3,16.0,4.0,3000.0,162.0,2014,697,3.58240721,5.012566761
Others 468,Android,10.29,no,no,5.0,0.3,16.0,4.0,1880.0,152.0,2014,745,3.476304854,4.504133642
Others 469,Android,10.16,no,no,3.15,2.0,16.0,4.0,1400.0,117.0,2014,966,3.534270336,3.913621727
Others 470,Android,7.75,no,no,2.0,0.3,16.0,4.0,2000.0,118.0,2013,861,2.851284369,3.900355201
Others 471,Android,10.16,no,no,5.0,0.3,16.0,4.0,1500.0,136.0,2013,625,3.660737148,4.714741822
Others 472,Android,15.24,yes,no,16.0,16.0,64.0,4.0,3000.0,164.0,2018,486,4.890875306,5.706312605
Others 473,Android,15.24,yes,no,13.0,16.0,32.0,4.0,3000.0,153.0,2018,546,4.437343075,5.299067085
Others 474,Android,12.88,yes,no,16.0,5.0,64.0,4.0,3000.0,162.0,2017,769,4.768223972,5.254835588
Others 475,Android,12.88,yes,no,13.0,16.0,16.0,4.0,2900.0,160.0,2017,560,4.456438132,5.016219672
Others 476,Android,12.7,no,no,5.0,2.0,16.0,4.0,1800.0,156.0,2015,1065,3.795489189,4.776936229
Others 477,Android,12.7,no,no,5.0,1.3,16.0,4.0,1800.0,174.0,2014,566,3.785325352,4.617493936
Others 478,Android,10.29,yes,no,5.0,2.0,16.0,4.0,2100.0,141.0,2014,674,3.687378328,4.86437562
Others 479,Android,7.75,no,no,2.0,1.3,16.0,4.0,2100.0,105.0,2014,955,2.868466923,3.885268268
Others 480,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2100.0,175.0,2014,658,4.334803991,5.076984675
Others 481,Android,12.7,yes,no,16.0,8.0,16.0,4.0,2350.0,143.0,2014,717,4.931447776,5.702748607
Others 482,Android,10.34,no,no,8.0,5.0,32.0,4.0,2000.0,124.0,2014,605,3.987315989,5.294610505
Others 483,Android,10.34,yes,no,8.0,5.0,16.0,4.0,2000.0,119.0,2014,850,4.306359756,5.306186325
Others 484,Android,12.7,no,no,16.0,8.0,16.0,4.0,2350.0,154.0,2014,974,4.876646654,5.858104568
Xiaomi 14,Android,16.23,yes,no,12.0,20.0,256.0,4.0,4000.0,205.0,2019,517,5.42252417,6.109136465
Xiaomi 15,Android,15.9,yes,no,12.0,8.0,64.0,4.0,4000.0,180.0,2019,256,4.482550472,4.865609522
Xiaomi 16,Android,15.32,yes,no,12.0,13.0,128.0,4.0,4000.0,186.0,2019,328,4.695559186,5.296365463
Xiaomi 17,Android,16.23,yes,no,12.0,20.0,64.0,4.0,3800.0,189.0,2019,362,4.989002994,6.397246272
Xiaomi 18,Android,16.23,yes,no,12.0,20.0,256.0,4.0,3300.0,173.0,2019,195,5.39983551,6.272273051
Xiaomi 19,Android,15.16,yes,no,12.0,20.0,64.0,4.0,3070.0,155.0,2019,353,5.040647068,5.714524571
Xiaomi 20,Android,16.23,yes,no,12.0,20.0,64.0,4.0,3300.0,173.0,2019,465,4.756516938,6.106911523
Xiaomi 21,Android,12.7,yes,no,8.0,5.0,32.0,4.0,3000.0,137.0,2019,506,4.018902367,4.383525511
Xiaomi 22,Android,15.32,yes,no,12.0,13.0,64.0,4.0,4000.0,186.0,2019,414,4.768223972,5.007497042
Xiaomi 23,Android,14.83,yes,no,13.0,8.0,64.0,4.0,3000.0,150.0,2018,446,4.661550519,5.131672289
Xiaomi 24,Android,16.23,yes,no,13.0,14.5,256.0,4.0,3200.0,218.0,2018,727,5.56819182,6.326739639
Xiaomi 25,Android,15.27,yes,no,13.0,20.0,256.0,4.0,4000.0,190.0,2018,668,5.370079733,6.109314247
Xiaomi 26,Android,15.9,yes,no,13.0,14.5,64.0,4.0,4000.0,182.0,2018,469,4.676467068,5.251906869
Xiaomi 27,Android,15.77,yes,no,13.0,20.0,128.0,4.0,3000.0,177.0,2018,440,5.204446151,6.216985271
Xiaomi 28,Android,15.9,yes,no,13.0,24.0,64.0,4.0,3350.0,169.0,2018,427,4.958288814,5.441118165
Xiaomi 29,Android,15.7,yes,no,13.0,20.0,256.0,4.0,4000.0,182.0,2018,390,4.906459262,5.668431597
Xiaomi 30,Android,15.21,yes,no,13.0,20.0,128.0,4.0,3000.0,166.0,2018,471,4.885072071,5.257078619
Xiaomi 31,Android,14.83,yes,no,13.0,5.0,64.0,4.0,4000.0,178.0,2018,535,4.624972813,5.202797165
Xiaomi 32,Android,15.47,yes,no,13.0,8.0,128.0,4.0,5500.0,221.0,2018,682,4.618678536,5.445702353
Xiaomi 33,Android,20.32,yes,no,13.0,5.0,64.0,4.0,6000.0,342.5,2018,665,4.841743158,5.072231992
Xiaomi 34,Android,25.43,yes,no,13.0,5.0,128.0,4.0,8620.0,485.0,2018,665,5.116255776,5.563063408
Xiaomi 35,Android,13.84,yes,no,13.0,5.0,64.0,4.0,3000.0,146.0,2018,525,4.537426534,4.793390975
Xiaomi 36,Android,13.84,yes,no,13.0,5.0,32.0,4.0,3000.0,145.0,2018,641,4.100657924,4.506233438
Xiaomi 37,Android,15.77,yes,no,13.0,20.0,128.0,4.0,3000.0,177.0,2018,682,4.950672953,6.215747449
Xiaomi 38,Android,15.77,yes,no,13.0,20.0,64.0,4.0,3400.0,175.0,2018,372,5.042004754,5.941617575
Xiaomi 39,Android,14.94,yes,no,13.0,20.0,128.0,4.0,3120.0,164.0,2018,620,4.82775358,5.559527119
Xiaomi 40,Android,15.21,yes,no,13.0,16.0,64.0,4.0,3080.0,170.0,2018,465,4.754021133,5.018669599
Xiaomi 41,Android,15.21,yes,no,13.0,5.0,256.0,4.0,3400.0,191.0,2018,590,5.186547466,5.99490861
Xiaomi 42,Android,15.21,yes,no,13.0,13.0,64.0,4.0,4000.0,181.0,2018,543,4.496470769,5.1965061
Xiaomi 43,Android,15.21,yes,no,13.0,20.0,64.0,4.0,4000.0,181.0,2018,386,4.795294555,5.193290129
Xiaomi 44,Android,15.21,yes,no,13.0,20.0,128.0,4.0,4000.0,190.0,2018,630,5.076360611,5.992489022
Xiaomi 45,Android,15.21,yes,no,12.0,5.0,64.0,4.0,4000.0,180.0,2018,442,4.424367475,5.082955956
Xiaomi 46,Android,12.88,yes,no,12.0,5.0,32.0,4.0,3300.0,157.0,2017,679,4.558078578,5.074360985
Xiaomi 47,Android,12.7,yes,no,13.0,5.0,32.0,4.0,3000.0,137.0,2017,769,4.38414938,4.70682384
Xiaomi 48,Android,12.83,yes,no,13.0,16.0,64.0,4.0,3080.0,153.0,2017,575,4.689695141,4.93634269
Xiaomi 49,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3080.0,150.0,2017,782,4.284275979,4.504023004
Xiaomi 50,Android,12.83,yes,no,13.0,16.0,64.0,4.0,3500.0,163.0,2017,581,4.770769367,5.630243571
